STUDENT_ID,GENDER,PLACEMENT,HONOR_OPTED_OR_NOT,EDUCATION_TYPE,ACADEMIC_PROGRAM,COURSE 1 MARKS,COURSE 2 MARKS,COURSE 3 MARKS,COURSE 4 MARKS,COURSE 5 MARKS,PERCENTILE,OVEARLL_GRADE
SB11201220006525,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,58,33,57,92,59,69,FIRST CLASS
SB11201220006591,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,22,15,21,23,23,14,FIRST CLASS
SB11201220006596,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,75,50,39,45,10,41,FIRST CLASS
SB11201220006730,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,98,91,95,81,48,93,FIRST CLASS
SB11201220006810,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,93,83,64,67,69,83,FIRST CLASS
SB11201220006902,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,100,48,75,78,84,89,FIRST CLASS
SB11201220007084,M,No,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,94,61,40,18,4,42,FIRST CLASS
SB11201220007105,F,No,Yes,ACADEMIC,ELECTRIC ENGINEERING,95,89,39,88,42,83,FIRST CLASS
SB11201220007110,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,99,97,78,90,43,93,FIRST CLASS
SB11201220007138,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,72,19,8,67,4,22,FIRST CLASS
SB11201220007174,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,75,60,59,33,84,68,FIRST CLASS
SB11201220007184,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,95,89,97,92,7,90,FIRST CLASS
SB11201220007219,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,64,32,83,85,97,84,FIRST CLASS
SB11201220007224,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,65,23,33,88,91,70,THIRD CLASS
SB11201220007282,M,Yes,Yes,ACADEMIC,MECHATRONICS ENGINEERING,68,78,88,87,84,89,FIRST CLASS
SB11201220007304,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,90,38,36,64,61,63,FIRST CLASS
SB11201220007315,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,82,82,5,62,91,68,FIRST CLASS
SB11201220007338,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,94,1,85,93,92,80,FIRST CLASS
SB11201220007342,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,84,100,73,86,57,92,FIRST CLASS
SB11201220007357,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,49,91,100,85,21,88,FIRST CLASS
SB11201220007361,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,46,67,69,44,39,57,FIRST CLASS
SB11201220007379,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,95,83,86,89,58,91,FIRST CLASS
SB11201220007387,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,99,85,98,89,82,97,THIRD CLASS
SB11201220007410,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,86,70,89,68,90,88,FIRST CLASS
SB11201220007446,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,99,81,36,64,0,33,FIRST CLASS
SB11201220007469,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,97,45,87,89,50,86,FIRST CLASS
SB11201220007478,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,100,86,85,90,16,91,FIRST CLASS
SB11201220007549,F,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,66,55,54,63,41,59,FIRST CLASS
SB11201220007579,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,97,96,92,95,58,96,FIRST CLASS
SB11201220007619,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,93,91,86,83,84,94,FIRST CLASS
SB11201220007644,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,90,63,8,73,70,64,FIRST CLASS
SB11201220007685,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,89,56,10,72,7,44,FIRST CLASS
SB11201220007694,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,62,89,65,68,28,71,FIRST CLASS
SB11201220007758,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,92,35,25,61,37,53,FIRST CLASS
SB11201220007806,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,,43,64,85,24,57,FIRST CLASS
SB11201220007809,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,92,84,24,63,60,72,FIRST CLASS
SB11201220007823,F,Yes,Yes,,CIVIL ENGINEERING,67,49,19,86,24,53,FIRST CLASS
SB11201220007831,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,99,95,35,93,8,82,FIRST CLASS
SB11201220007861,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,78,27,17,41,80,48,FIRST CLASS
SB11201220007866,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,79,68,75,73,78,82,FIRST CLASS
SB11201220007871,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,77,,57,99,12,72,FIRST CLASS
SB11201220007872,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,100,99,100,100,41,100,FIRST CLASS
SB11201220008087,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,95,96,94,95,,98,FIRST CLASS
SB11201220008117,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,99,95,90,96,52,97,FIRST CLASS
SB11201220008139,M,No,No,ACADEMIC,CIVIL ENGINEERING,93,53,44,58,66,70,FIRST CLASS
SB11201220008262,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,37,53,78,41,91,68,FIRST CLASS
SB11201220008267,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,88,94,91,80,94,95,FIRST CLASS
SB11201220008287,,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,75,88,,83,53,86,FIRST CLASS
SB11201220008299,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,82,78,52,87,28,76,FIRST CLASS
SB11201220008360,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,100,84,71,92,57,93,FIRST CLASS
SB11201220008373,F,Yes,Yes,TECHNICAL/ACADEMIC,,99,51,20,44,48,60,FIRST CLASS
SB11201220008375,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,35,39,63,82,16,51,FIRST CLASS
SB11201220008387,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,98,68,72,96,10,83,FIRST CLASS
SB11201220008430,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,87,4,21,17,14,19,FIRST CLASS
SB11201220008487,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,52,37,89,69,50,66,FIRST CLASS
SB11201220008517,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,90,100,74,98,67,96,FIRST CLASS
SB11201220008642,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,82,74,11,90,92,79,THIRD CLASS
SB11201220008817,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,98,99,13,91,51,86,FIRST CLASS
SB11201220008948,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,76,67,91,96,92,93,FIRST CLASS
SB11201220009007,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,80,57,78,58,18,65,FIRST CLASS
SB11201220009117,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,90,92,46,80,17,76,FIRST CLASS
SB11201220009124,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,89,51,47,84,71,77,FIRST CLASS
SB11201220009433,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,43,36,39,30,50,37,FIRST CLASS
SB11201220009448,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,96,62,67,78,2,65,FIRST CLASS
SB11201220009615,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,89,82,62,33,13,62,FIRST CLASS
SB11201220009692,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,92,23,35,71,24,54,FIRST CLASS
SB11201220009698,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,94,89,80,100,57,99,FIRST CLASS
SB11201220009725,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,50,19,12,39,23,21,FIRST CLASS
SB11201220010052,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,39,29,78,49,76,58,FIRST CLASS
SB11201220010057,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,79,31,53,46,65,58,FIRST CLASS
SB11201220010060,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,31,32,3,53,30,18,FIRST CLASS
SB11201220011091,M,No,Yes,ACADEMIC,CIVIL ENGINEERING,82,57,18,77,76,67,THIRD CLASS
SB11201220011159,M,No,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,93,53,57,71,62,75,FIRST CLASS
SB11201220011252,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,96,77,96,68,19,85,FIRST CLASS
SB11201220011325,F,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,88,46,60,50,53,64,FIRST CLASS
SB11201220011350,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,52,57,71,59,41,60,FIRST CLASS
SB11201220011370,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,84,45,67,51,36,62,FIRST CLASS
SB11201220011400,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,98,38,5,57,18,43,FIRST CLASS
SB11201220011448,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,62,18,29,32,49,34,FIRST CLASS
SB11201220011471,F,No,No,ACADEMIC,CIVIL ENGINEERING,96,93,88,75,82,94,DISTINCTION
SB11201220011637,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,89,88,31,86,46,78,FIRST CLASS
SB11201220011660,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,66,48,78,5,86,61,FIRST CLASS
SB11201220011679,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,91,86,93,72,55,88,FIRST CLASS
SB11201220011796,M,No,No,TECHNICAL/ACADEMIC,TRANSPORTATION AND ROAD ENGINEERING,94,74,88,57,8,73,DISTINCTION
SB11201220011803,M,No,Yes,TECHNICAL/ACADEMIC,MECHATRONICS ENGINEERING,98,82,64,85,51,87,FIRST CLASS
SB11201220011957,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,100,100,97,34,57,94,FIRST CLASS
SB11201220012277,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,93,56,78,80,60,83,SECOND CLASS
SB11201220012296,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,86,38,11,55,11,34,FIRST CLASS
SB11201220012601,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,1,75,19,36,74,51,DISTINCTION
SB11201220012648,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,38,10,61,58,12,30,FIRST CLASS
SB11201220012737,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,82,92,91,40,59,82,FIRST CLASS
SB11201220012789,M,Yes,No,ACADEMIC,MECHANICAL ENGINEERING,85,61,2,1,17,19,FIRST CLASS
SB11201220012838,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,57,32,54,54,76,58,DISTINCTION
SB11201220012853,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,79,88,97,77,57,89,FIRST CLASS
SB11201220012894,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,77,22,60,65,82,67,FIRST CLASS
SB11201220013148,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,47,3,37,66,9,20,FIRST CLASS
SB11201220013259,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,91,30,21,22,20,35,FIRST CLASS
SB11201220013615,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,33,4,35,71,12,21,FIRST CLASS
SB11201220013620,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,30,97,,85,93,91,FIRST CLASS
SB11201220013635,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,21,76,68,62,40,57,FIRST CLASS
SB11201220013685,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,81,18,15,79,36,45,FIRST CLASS
SB11201220013688,F,Yes,Yes,,INDUSTRIAL ENGINEERING,21,33,50,72,53,45,FIRST CLASS
SB11201220013689,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,97,79,83,97,80,95,FIRST CLASS
SB11201220013693,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,87,77,65,74,,78,FIRST CLASS
SB11201220013697,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,98,92,94,40,50,88,FIRST CLASS
SB11201220013725,F,Yes,,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,54,36,,74,59,55,FIRST CLASS
SB11201220013766,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,91,16,12,55,79,50,FIRST CLASS
SB11201220013769,,Yes,Yes,ACADEMIC,,82,94,45,88,19,78,FIRST CLASS
SB11201220013770,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,99,58,71,60,28,77,FIRST CLASS
SB11201220013778,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,98,99,90,81,15,92,FIRST CLASS
SB11201220013887,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,89,46,80,40,57,69,FIRST CLASS
SB11201220013888,M,No,No,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,36,7,38,41,76,34,FIRST CLASS
SB11201220013893,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,39,4,19,68,19,19,FIRST CLASS
SB11201220013904,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,30,26,37,11,80,33,FIRST CLASS
SB11201220013918,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,69,66,61,82,97,85,FIRST CLASS
SB11201220014023,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,92,54,35,44,22,53,FIRST CLASS
SB11201220014178,F,Yes,Yes,ACADEMIC,,91,49,78,93,74,87,FIRST CLASS
SB11201220014180,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,89,4,26,88,66,57,FIRST CLASS
SB11201220014182,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,95,34,78,86,,84,FIRST CLASS
SB11201220014213,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,83,56,87,93,14,79,FIRST CLASS
SB11201220014244,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,98,66,5,63,26,57,FIRST CLASS
SB11201220014321,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,,74,59,56,0,19,FIRST CLASS
SB11201220014331,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,96,77,76,92,77,92,FIRST CLASS
SB11201220014334,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,54,73,28,40,15,41,FIRST CLASS
SB11201220014407,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,58,40,8,72,15,33,FIRST CLASS
SB11201220014587,,Yes,Yes,ACADEMIC,,40,26,40,,52,38,FIRST CLASS
SB11201220014617,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,62,62,84,59,56,71,FIRST CLASS
SB11201220014618,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,98,89,93,87,97,98,FIRST CLASS
SB11201220014632,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,72,57,60,54,5,48,FIRST CLASS
SB11201220014778,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,81,12,14,81,21,40,FIRST CLASS
SB11201220014807,F,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,97,68,69,84,95,92,FIRST CLASS
SB11201220014852,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,31,24,35,22,79,35,FIRST CLASS
SB11201220014859,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,88,83,64,3,17,53,FIRST CLASS
SB11201220014982,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,100,90,62,96,77,96,FIRST CLASS
SB11201220014987,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,92,99,96,82,69,96,FIRST CLASS
SB11201220014993,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,93,54,4,71,21,49,FIRST CLASS
SB11201220015155,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,5,12,27,37,18,11,FIRST CLASS
SB11201220015259,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,100,89,10,89,79,86,FIRST CLASS
SB11201220015339,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,90,72,69,78,50,80,FIRST CLASS
SB11201220015375,M,No,No,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,57,41,34,67,14,40,FIRST CLASS
SB11201220015391,M,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,90,79,87,73,21,81,FIRST CLASS
SB11201220015428,F,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,32,81,57,65,82,70,FIRST CLASS
SB11201220015753,F,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,96,71,15,52,50,62,FIRST CLASS
SB11201220015895,M,No,Yes,TECHNICAL,MECHANICAL ENGINEERING,95,63,5,80,29,60,FIRST CLASS
SB11201220015900,F,No,Yes,ACADEMIC,CIVIL ENGINEERING,93,40,81,77,32,75,FIRST CLASS
SB11201220016012,F,No,No,ACADEMIC,MECHATRONICS ENGINEERING,73,51,20,44,26,41,FIRST CLASS
SB11201220016117,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,77,86,92,90,21,86,FIRST CLASS
SB11201220016141,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,85,84,87,76,68,88,FIRST CLASS
SB11201220016156,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,40,15,12,50,1,9,FIRST CLASS
SB11201220016361,M,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,89,63,97,56,14,76,FIRST CLASS
SB11201220016373,M,No,Yes,TECHNICAL,CIVIL ENGINEERING,89,53,17,24,43,45,FIRST CLASS
SB11201220016576,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,61,40,38,18,79,48,FIRST CLASS
SB11201220016867,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,31,57,38,53,25,39,FIRST CLASS
SB11201220017080,M,Yes,No,TECHNICAL,CIVIL ENGINEERING,100,4,82,65,59,72,FIRST CLASS
SB11201220017137,F,Yes,Yes,TECHNICAL/ACADEMIC,TRANSPORTATION AND ROAD ENGINEERING,74,82,55,25,61,66,DISTINCTION
SB11201220017162,F,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,83,69,62,57,33,68,FIRST CLASS
SB11201220017249,F,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,62,93,53,72,96,85,FIRST CLASS
SB11201220017260,F,Yes,Yes,TECHNICAL,CIVIL ENGINEERING,38,41,36,39,49,37,FIRST CLASS
SB11201220017290,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,94,87,91,96,73,96,FIRST CLASS
SB11201220017305,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,68,91,65,69,2,61,FIRST CLASS
SB11201220017335,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,73,62,54,98,23,76,FIRST CLASS
SB11201220017339,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,98,100,95,89,18,95,FIRST CLASS
SB11201220017348,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,100,99,100,98,66,100,FIRST CLASS
SB11201220017460,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,97,36,28,40,22,50,FIRST CLASS
SB11201220017463,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,91,98,91,53,15,84,FIRST CLASS
SB11201220017465,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,88,88,65,71,66,84,FIRST CLASS
SB11201220017468,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,76,92,52,86,8,72,FIRST CLASS
SB11201220017568,F,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,94,68,4,35,50,49,FIRST CLASS
SB11201220017589,F,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,91,60,25,79,65,72,FIRST CLASS
SB11201220017700,F,No,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,59,43,10,53,74,44,FIRST CLASS
SB11201220017759,F,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,94,98,37,83,73,88,FIRST CLASS
SB11201220017794,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,73,34,46,35,16,40,FIRST CLASS
SB11201220018070,M,Yes,Yes,TECHNICAL,MECHANICAL ENGINEERING,98,82,90,74,65,91,FIRST CLASS
SB11201220018327,M,No,Yes,TECHNICAL,MECHANICAL ENGINEERING,,28,48,77,2,54,FIRST CLASS
SB11201220018473,M,Yes,Yes,TECHNICAL,CIVIL ENGINEERING,99,96,84,66,9,85,FIRST CLASS
SB11201220018548,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,40,54,64,20,61,49,FIRST CLASS
SB11201220018698,F,Yes,,ACADEMIC,INDUSTRIAL ENGINEERING,63,78,78,79,59,79,FIRST CLASS
SB11201220018871,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,86,85,80,10,,76,FIRST CLASS
SB11201220019097,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,97,53,7,94,20,65,FIRST CLASS
SB11201220019111,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,61,62,20,64,4,35,FIRST CLASS
SB11201220019260,,Yes,Yes,TECHNICAL/ACADEMIC,,55,18,12,,63,38,FIRST CLASS
SB11201220019278,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,78,50,28,77,20,55,FIRST CLASS
SB11201220019483,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,49,33,34,26,5,21,FIRST CLASS
SB11201220020058,F,Yes,No,ACADEMIC,CIVIL ENGINEERING,53,33,75,47,28,50,FIRST CLASS
SB11201220020069,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,86,68,68,71,54,76,FIRST CLASS
SB11201220020190,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,100,87,90,51,12,84,FIRST CLASS
SB11201220020291,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,68,45,52,57,33,54,FIRST CLASS
SB11201220020752,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,93,4,62,35,36,46,FIRST CLASS
SB11201220020770,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,79,98,79,58,86,89,FIRST CLASS
SB11201220020776,F,No,No,TECHNICAL/ACADEMIC,TOPOGRAPHIC ENGINEERY,85,66,20,5,12,50,FIRST CLASS
SB11201220020894,M,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,94,90,71,60,25,79,DISTINCTION
SB11201220020902,M,No,No,TECHNICAL,CIVIL ENGINEERING,29,15,38,12,43,20,DISTINCTION
SB11201220020926,F,No,No,TECHNICAL,CIVIL ENGINEERING,71,64,21,30,4,31,FIRST CLASS
SB11201220020933,M,No,No,TECHNICAL,ELECTRIC ENGINEERING,75,72,56,31,18,54,FIRST CLASS
SB11201220020947,M,No,No,TECHNICAL,INDUSTRIAL ENGINEERING,30,16,41,29,50,26,FIRST CLASS
SB11201220020985,M,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,71,52,10,68,27,43,FIRST CLASS
SB11201220021050,M,No,No,TECHNICAL,CIVIL ENGINEERING,22,3,3,20,6,3,DISTINCTION
SB11201220021085,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,16,1,20,59,26,10,FIRST CLASS
SB11201220021310,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,69,71,87,85,37,80,FIRST CLASS
SB11201220021708,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,79,61,71,37,28,61,FIRST CLASS
SB11201220021877,M,No,Yes,ACADEMIC,CIVIL ENGINEERING,88,31,8,19,28,30,FIRST CLASS
SB11201220021944,M,No,No,ACADEMIC,ELECTRONIC ENGINEERING,55,76,50,48,66,64,FIRST CLASS
SB11201220021974,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,78,39,27,49,89,61,FIRST CLASS
SB11201220022295,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,99,44,63,94,81,89,FIRST CLASS
SB11201220022381,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,48,17,22,35,36,25,FIRST CLASS
SB11201220022714,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,96,91,88,97,18,92,FIRST CLASS
SB11201220023285,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,90,62,37,86,3,59,FIRST CLASS
SB11201220023474,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,98,66,88,38,90,87,FIRST CLASS
SB11201220023617,M,No,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,75,30,22,39,10,29,FIRST CLASS
SB11201220023951,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,67,93,85,83,39,84,FIRST CLASS
SB11201220024253,F,No,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,75,69,65,59,2,53,DISTINCTION
SB11201220024291,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,75,18,54,74,74,64,FIRST CLASS
SB11201220024304,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,93,91,80,74,91,93,FIRST CLASS
